"Cart Product ID","SKU","Product","Price","hsCode","country","Weight","Length","Width","Height",
"#47168588251426","PEA1PGR4103S","Eazy Plug Block | 75 x 75 x 60mm - 160 ctn","320.00","","","0.1","0","0","0",
"#47168563904802","PCOPGR4100S","Eazy Plug Seed Sowing Kit","12.00","","","0.1","0","0","0",
"#46934503817506","PEAGR4011S","Eazy Plug Starter Kit","40.00","","","0.25","0","0","0",
"#46934824812834","PUNGR4015S-2","Eazyplug Propagation Plug Tray - 12 cell","12.00","","","0.1","0","0","0",
"#46934824780066","PUNGR4015S-1","Eazyplug Propagation Plug Tray - 24 cell","19.00","","","0.1","0","0","0",
"#47168548503842","PEA7GR4099S","Eazyplug Propagation Plug Tray - 77 cell","25.00","","","0.1","0","0","0",
"#45264581132578","PEDGR3884S","Ed Rosenthal’s Zero Tolerance Herbal Spray","25.00","","","0.6","0","0","0",
"#44591797862690","PELMGR3474S","Elite PCTS pH / Conductivity / TDS / Salinity Cup-sensor Pocket Tester","400.00","","","0.2","0","0","0",
"#44601637601570","PEP2GR3388S","EP Whisper Silencer Fan - 200mm","375.00","","","0","0","0","0",
"#44601637634338","PEP2GR3389S","EP Whisper Silencer Fan - 250mm","425.00","","","0","0","0","0",
"#44601637667106","PEP3GR3390S","EP Whisper Silencer Fan - 300mm","600.00","","","0","0","0","0",
"#46972008268066","PCOGGR4030S","Felco 902 Double Grain Sharpening Stone","60.00","","","0.25","0","0","0",
"#46971986379042","PCO1GGR4027S","Felco 903 Diamond Coated Sharpener/Burnisher","95.00","","","0.25","0","0","0",
"#44601668600098","PFL1AGR3422S","Flairform Budstorm - 1L","29.00","","","1","0","0","0",
"#44601668567330","PFL2AGR3421S","Flairform Budstorm - 250ml","10.00","","","0.25","0","0","0",
"#44601668632866","PFL5AGR3423S","Flairform Budstorm - 5L","125.00","","","5","0","0","0",
"#44601787220258","PFL5FGR3424S","Flairform CMX - 5L","100.00","","","5","0","0","0",
"#44591794749730","PFLPGR3414S","Flairform Conductivity Standard [250ml]","8.00","","","0.25","0","0","0",
"#44591794979106","PFLVGR3419S","Flairform GreenDream 1 A&B","30.00","","","2","0","0","0",
"#44591794913570","PFLFGR3418S","Flairform GreenDream 1 Bloom","20.00","","","1","0","0","0",
"#44591794848034","PFLVGR3417S","Flairform GreenDream 1 Grow","20.00","","","1","0","0","0",
"#44601842401570","PFL2FGR3420S","Flairform GreenDream 2 Bloom A&B - 2x 2L","20.00","","","2","0","0","0",
"#44601960825122","PFL1GR3426S","Flairform Gro Storm - 1L","20.00","","","1","0","0","0",
"#44601960792354","PFL2GR3425S","Flairform Gro Storm - 250ml","15.00","","","0.25","0","0","0",
"#44601960857890","PFL5GR3427S","Flairform Gro Storm - 5L","100.00","","","5","0","0","0",
"#44601845154082","PFL1GR3416S","Flairform pH Buffer 4 - 1L","19.00","","","1","0","0","0",
"#44601845121314","PFL2GR3415S","Flairform pH Buffer 4 - 250ml","7.50","","","0.25","0","0","0",
"#44601883689250","PFL1IGR3429S","Flairform Pythoff - 1L","35.00","","","1","0","0","0",
"#44601883656482","PFL5IGR3428S","Flairform Pythoff - 500ml","15.00","","","0.5","0","0","0",
"#44601883722018","PFL5IGR3430S","Flairform Pythoff - 5L","125.00","","","5","0","0","0",
"#45090473247010","PFLSGR3763S","Flairform Starter Kit","40.00","","","2","0","0","0",
"#44591795568930","PFLAGR3431S","FlairForm StopBloc","35.00","","","0.5","0","0","0",
"#44591795667234","PFLAGR3433S","Flairform Top Wet - Wetting agent 250ml","20.00","","","0.25","0","0","0",
"#44591795601698","PFLAGR3432S","Flairform Topfert 500ml","10.00","","","0.5","0","0","0",
"#45204059881762","PFLGR3782S","Floramax Resin-XS","15.00","","","0.3","0","0","0",
"#45204063879458","PFLGR3783S","Floramax Root-XS","30.00","","","0.27","0","0","0",
"#45259300733218","PFLPGR3882S","Flower Training YoYo's","2.50","","","0.1","0","0","0",
"#45003318591778","PFOLGR3749S","FOHSE Lighting A3i 1500W","4500.00","","","42","0","0","0",
"#45003318788386","PFOLGR3751S","FOHSE Lighting Aries 640W","2800.00","","","32","0","0","0",
"#45003318919458","PFOGR3756S","FOHSE Lighting Controller","900.00","","","0","0","0","0",
"#45003388191010","PFO1LGR3752S","FOHSE Lighting F1V - 1000W","2800.00","","","22","0","0","0",
"#45003369152802","PFO4LGR3755S","FOHSE Lighting F1V - 420W","1800.00","","","18","0","0","0",
"#45003369120034","PFO6LGR3754S","FOHSE Lighting F1V - 640W","2300.00","","","19","0","0","0",
"#45003369087266","PFO8LGR3753S","FOHSE Lighting F1V - 800W","2700.00","","","21","0","0","0",
"#45003318722850","PFOLGR3750S","FOHSE Lighting Scorpio 1000W","3500.00","","","32.5","0","0","0",
"#44591798550818","PFUAGR3486S","FU 63 1L","15.00","","","1","0","0","0",
"#44591798878498","PGALGR3490S","Gavita 400W Enhanced HPS Lamp","65.00","","","0","0","0","0",
"#44591798649122","PGALGR3487S","Gavita 6/750 W EL DE Lamp","150.00","","","0","0","0","0",
"#44591798944034","PGAEGR3491S","Gavita Master Controller EL1","550.00","","","0","0","0","0",
"#44591798780194","PGALGR3489S","Gavita Pro EL DE HPS Lamp - 6/750W","125.00","","","0","0","0","0",
"#44591798714658","PGALGR3488S","Gavita Pro EL HPS 600W LAMP","99.00","","","0","0","0","0",
"#44591799009570","PGALGR3492S","Gavita Reflector Replacement 1000w","70.00","","","0","0","0","0",
"#44602448249122","PGALGR3628S","Gavita Reflector Replacement 400-600w","60.00","","","0","0","0","0",
"#44591789965602","PGELGR3322S","GE Lucagrow 400W HPS Lamp","45.00","","","0","0","0","0",
"#44602455195938","PGELGR3629S","GE Lucagrow 600W HPS Lamp","55.00","","","0","0","0","0",
"#45293775847714","PGR1FGR3904S","GrassRoots Bottomless Fabric Pot Tan - 1Gal/3.8L","10.00","","","0.2","0","0","0",
"#45293762117922","PGR2WFGR3897S","Grassroots Living Soil Beds - 2'x4'x1.5' | 55x115x45cm / With Trellis","175.00","","","10","0","0","0",
"#45293707034914","PGR2WFGR3896S","Grassroots Living Soil Beds - 2'x4'x1.5' | 55x115x45cm / Without Trellis","160.00","","","10","0","0","0",
"#45293762150690","PGR3WFGR3899S","Grassroots Living Soil Beds - 3'x3'x1.5' | 85x85x45cm / With Trellis","210.00","","","10","0","0","0",
"#45293736788258","PGR3WFGR3898S","Grassroots Living Soil Beds - 3'x3'x1.5' | 85x85x45cm / Without Trellis","195.00","","","10","0","0","0",
"#45293762183458","PGR4WFGR3901S","Grassroots Living Soil Beds - 4'x4'x1.5' | 115x115x45cm / With Trellis","215.00","","","10","0","0","0",
"#45293736821026","PGR4WFGR3900S","Grassroots Living Soil Beds - 4'x4'x1.5' | 115x115x45cm / Without Trellis","200.00","","","10","0","0","0",
"#45293762216226","PGR4WFGR3903S","Grassroots Living Soil Beds - 4'x8'x1.5' | 115x245x45cm / With Trellis","325.00","","","10","0","0","0",
"#45293736853794","PGR4WFGR3902S","Grassroots Living Soil Beds - 4'x8'x1.5' | 115x245x45cm / Without Trellis","310.00","","","20","0","0","0",
"#45293644382498","PGR1FGR3895S","GrassRoots Living Soil Fabric Pot - 100Gal/378L","105.00","","","5","0","0","0",
"#45293644284194","PGR1FGR4002S","GrassRoots Living Soil Fabric Pot - 10Gal/38L","20.00","","","0.5","0","0","0",
"#45293644316962","PGR1FGR3893S","GrassRoots Living Soil Fabric Pot - 15Gal/57L","30.00","","","0.5","0","0","0",
"#45293644349730","PGR3FGR3894S","GrassRoots Living Soil Fabric Pot - 30Gal/114L","35.00","","","1","45","24","4",
"#45293644251426","PGR3FGR3891S","GrassRoots Living Soil Fabric Pot - 3Gal/11L","11.00","","","0.2","0","0","0",
"#46742294462754","PGR1FGR3892S","GrassRoots Living Soil Fabric Pot - 7Gal/27L","15.00","","","0.5","0","0","0",
"#46758622757154","PGRGR4003S","Grassroots Transplanter Fabric Pot","15.00","","","0.01","0","0","0",
"#44602525286690","PGR1MGR3189S","Great White Premium Mycorrhizae - 150g","60.00","","","0.15","0","0","0",
"#44602525319458","PGR7MGR3190S","Great White Premium Mycorrhizae - 750g","215.00","","","0.75","0","0","0",
"#45264575004962","PGRGR3883S","Green Cleaner Natural IPM 236ml","90.00","","","0.3","0","0","0",
"#45057077838114","PGR2NGR3691S","Green Diamond (A+B) - Full Spectrum Base Nutrient - 2x 1L","44.00","","","1.7","0","0","0",
"#45232018587938","PGR2NGR3692S","Green Diamond (A+B) - Full Spectrum Base Nutrient - 2x 5L","95.00","","","10","0","0","0",
"#44835899769122","PGR1FGR3508S","Green Planet - Pro Cal - 1L","15.00","","","1.11","18","13","7",
"#44835899834658","PGR2FGR3510S","Green Planet - Pro Cal - 20L","200.00","","","20","36","28","28",
"#44835899801890","PGR5FGR3509S","Green Planet - Pro Cal - 5L","50.00","","","5.74","26","19","14",
"#44904477753634","PGR1AGR3501S","Green Planet - Vitathrive Propagation Solution - 1L","55.00","","","1.11","18","13","7",
"#44904477819170","PGR2AGR3503S","Green Planet - Vitathrive Propagation Solution - 20L","0.00","","","20","0","0","0",
"#44904477786402","PGR5AGR3502S","Green Planet - Vitathrive Propagation Solution - 5L","220.00","","","5.74","26","19","14",
"#44601367232802","PGR2NGR3504S","Green Planet Dual Fuel 2Part - 2x 1L","35.00","","","2","0","0","0",
"#47263424446754","","Green Planet Dual Fuel 2Part - 2x 5L","85.00","","","10","0","0","0",
"#44602498384162","PGR1FGR3493S","Green Planet GP3 Bloom - 1L","20.00","","","1.11","18","13","7",
"#44602498449698","PGR2FGR3495S","Green Planet GP3 Bloom - 20L","0.00","","","32","0","0","0",
"#44602498416930","PGR5FGR3494S","Green Planet GP3 Bloom - 5L","60.00","","","6","0","0","0",
"#44602506576162","PGR1GR3496S","Green Planet GP3 Grow - 1L","20.00","","","1.11","18","13","7",
"#44602506641698","PGR2GR3498S","Green Planet GP3 Grow - 20L","200.00","","","32","0","0","0",
"#44602506608930","PGR5GR3497S","Green Planet GP3 Grow - 5L","60.00","","","6","0","0","0",
"#44602510836002","PGR1AGR3499S","Green Planet GP3 Micro - 1L","22.00","","","1.11","18","13","7",
"#47263518228770","","Green Planet GP3 Micro - 20L","250.00","","","32","0","0","0",
"#44602510868770","PGR5AGR3500S","Green Planet GP3 Micro - 5L","75.00","","","6","0","0","0",
"#44608358154530","PGR1FGR3511S","Green Planet Massive Bloom - 1L","20.00","","","1.11","18","13","7",
"#44608358220066","PGR2FGR3513S","Green Planet Massive Bloom - 20L","200.00","","","32","0","0","0",
"#44608358187298","PGR5FGR3512S","Green Planet Massive Bloom - 5L","50.00","","","6","0","0","0",
"#44835746644258","PGR1AGR3505S","Green Planet PK Spike - 1L","25.00","","","1.11","18","13","7",
"#44835746709794","PGR2AGR3507S","Green Planet PK Spike - 20L","200.00","","","32","0","0","0",
"#44835746677026","PGR5AGR3506S","Green Planet PK Spike - 5L","60.00","","","5","0","0","0",
"#44602526105890","PGR1GGR3515S","Grodan Rockwool 4G 42/40 Hole 75mm Block - 1 ea","1.00","","","0.01","0","0","0",
"#44602526138658","PGRCGGR3516S","Grodan Rockwool 4G 42/40 Hole 75mm Block - CTN/384","300.00","","","0.5","0","0","0",
"#44591799828770","PGRGGR3514S","Grodan Rockwool MM 40/40 Cubes","0.50","","","0.01","0","0","0",
"#44602571555106","PGR4FGR3324S","Grotek Bud Fuel - 4L","85.00","","","4","0","0","0",
"#44602578960674","PGR1AGR3325S","Grotek Cal-Max - 1L","25.00","","","1","0","0","0",
"#44602578993442","PGR4AGR3326S","Grotek Cal-Max - 4L","0.00","","","4","0","0","0",
"#45210925924642","PGRGR3866S","Grotek Carbo-max","15.00","","","0.2","0","0","0",
"#44602619822370","PGR4GR3327S","Grotek Heavy Bud - 4L","125.00","","","4","0","0","0",
"#44602626605346","PGR1AGR3328S","Grotek Vitamax Plus - 1L","0.00","","","1","0","0","0",
"#44602626638114","PGR4AGR3329S","Grotek Vitamax Plus - 4L","90.00","","","4","0","0","0",
"#45336002429218","PGR1OCGR3924S","Grovebags Terploc - 1 Ounce 28g Pouch / Opaque","5.50","","","0.1","0","0","0",
"#45336002461986","PGR1WCGR3925S","Grovebags Terploc - 1 Ounce 28g Pouch / Window","5.50","","","0.1","0","0","0",
"#45336002560290","PGR1OCGR3928S","Grovebags Terploc - 1 Pound 454g Pouch / Opaque","14.00","","","0.1","0","0","0",
"#45336002593058","PGR1WCGR3929S","Grovebags Terploc - 1 Pound 454g Pouch / Window","14.00","","","0.1","0","0","0",
"#45336002494754","PGR1OCGR3926S","Grovebags Terploc - 1/2 Pound 227g Pouch / Opaque","9.50","","","0.01","0","0","0",
"#45336002527522","PGR1WCGR3927S","Grovebags Terploc - 1/2 Pound 227g Pouch / Window","9.50","","","0.1","0","0","0",
"#45336002363682","PGR1OCGR3922S","Grovebags Terploc - 1/4 Ounce 7g Pouch / Opaque","2.00","","","0.1","0","0","0",
"#45336002396450","PGR1WCGR3923S","Grovebags Terploc - 1/4 Ounce 7g Pouch / Window","2.00","","","0.1","0","0","0",
"#45336002625826","PGR2OCGR3930S","Grovebags Terploc - 2 Pound Pouch / Opaque","20.00","","","0.1","0","0","0",
"#45336002658594","PGR2WCGR3931S","Grovebags Terploc - 2 Pound Pouch / Window","20.00","","","0.1","0","0","0",
"#45389143408930","PGR2CGR3947S","Grovebags Terploc Tote Liner - 20Gal 75.7L","20.00","","","0.1","0","0","0",
"#45389141279010","PGR2CGR3948S","Grovebags Terploc Tote Liner - 27Gal 102L","20.00","","","0.1","0","0","0",
"#46665506947362","PGR1AGR3989S","Grow Genius Mono-Silicic - 100ml","85.00","","","0.1","0","0","0",
"#46665506881826","PGR1AGR3988S","Grow Genius Mono-Silicic - 10ml","35.00","","","0.05","0","0","0",
"#44599155392802","PGR1FGR3481S","Growhard Brix + - 1L","40.00","","","1","0","0","0",
"#44599155425570","PGR5FGR3482S","Growhard Brix + - 5L","140.00","","","5","0","0","0",
"#44591798386978","PGRFGR3483S","Growhard Bud Juice 1L","75.00","","","1","0","0","0",
"#44608048136482","PGR1FGR3526S","Growhard Liquid Lead - 1L","35.00","","","1","0","0","0",
"#44608048169250","PGR5FGR3527S","Growhard Liquid Lead - 5L","95.00","","","5","0","0","0",
"#44591790063906","PGRGGR3323S","Growool Premium Floc 13.6kg","99.00","","","13","0","0","0",
"#44602635976994","PGR3PGR3591S","GrowRite Root Plus Pots - 300mm DIAM X 290mm 21L","10.00","","","0.25","120","29","4",
"#44602636009762","PGR4PGR3592S","GrowRite Root Plus Pots - 400mm  DIAM X 400mm 45L","20.00","","","0.5","134","41","4",
"#44602636042530","PGR5PGR3593S","GrowRite Root Plus Pots - 540mm  DIAM X 460mm 100L","35.00","","","1","180","41","4",
"#45398065479970","PGRNGR3955S","Growth Technology Chilli Focus 250ml","10.00","","","0.3","0","0","0",
"#45398040838434","PGRNGR3951S","Growth Technology Clonex Clone Solution 250ml","20.00","","","0.1","8","5","5",
"#45398044803362","PGRNGR3952S","Growth Technology Clonex Rooting Gel - Purple 50ml","14.00","","","0.1","0","0","0",
"#46739213254946","PUN1GR4000S","Growth Technology Foliage Focus - 1L","21.00","","","1.25","21","16","8",
"#46739213222178","PUN2GR3999S","Growth Technology Foliage Focus - 250ml","10.00","","","0.3","0","0","0",
"#45398035562786","PGRNGR3950S","Growth Technology GT Foliar Spray 500ml","15.00","","","0.5","0","0","0",
"#45398052340002","PGRNGR3954S","Growth Technology Orchid Focus 250ml","10.00","","","0.3","0","0","0",
"#45398047195426","PGRNGR3953S","Growth Technology Orchid Focus Grow 250ml","10.00","","","0.3","0","0","0",
"#44835364634914","PGR1AGR3369S","Growth Technology Oxy-Plus - 1L","25.00","","","1.2","21","16","8",
"#44835364602146","PGR5AGR3368S","Growth Technology Oxy-Plus - 500ml","15.00","","","0.5","0","0","0",
"#44835365454114","PGR5AGR3370S","Growth Technology Oxy-Plus - 5L","95.00","","","5","0","0","0",
"#46739216433442","PUNGR4001S","Growth Technology Rootzone 250ml","29.00","","","0.3","0","0","0",
"#45398069739810","PGRNGR3956S","Growth Technology Vegetable Focus 250ml","10.00","","","0.3","0","0","0",
"#45519354659106","PHNGR3966S","H&G 1L Power Pack","2500.00","","","10","0","0","0",
"#46167273079074","PHNGR3981S","H&G 500mL Power Pack","500.00","","","5","0","0","0",
"#44591785115938","PHALGR3191S","Hangups Light Hangers Set of 2","10.00","","","0.1","0","0","0",
"#45389200097570","PHATGR3949S","Harvest-More TrimBin","95.00","","","0.5","0","0","0",
"#44591797535010","PHILGR3468S","Hi-Par Digital Ballast 315W","300.00","","","0","0","0","0",
"#44591797600546","PHICGR3469S","Hi-Par Hi Shine Reflector Wipes","20.00","","","0","0","0","0",
"#46666396074274","PHI1SGR3995S","High Powered Organics Alfa-Mulch - 10L","45.00","","","4","0","0","0",
"#46666396107042","PHI2SGR3996S","High Powered Organics Alfa-Mulch - 20L","85.00","","","10","0","0","0",
"#46666396041506","PHI3SGR3994S","High Powered Organics Alfa-Mulch - 3L","15.00","","","1","0","0","0",
"#44935097844002","PHI1AGR3655S","High Powered Organics ANTI-MATTER - 10g","6.00","","","0","0","0","0",
"#44935097942306","PHI2AGR3657S","High Powered Organics ANTI-MATTER - 250g","120.00","","","0.3","0","0","0",
"#44935097876770","PHI6AGR3656S","High Powered Organics ANTI-MATTER - 60g","47.00","","","0.1","0","0","0",
"#44935108231458","PHI1AGR3666S","High Powered Organics AQUA-MARINE BLOOM - 10g","5.00","","","0.02","0","0","0",
"#44935108329762","PHI2AGR3668S","High Powered Organics AQUA-MARINE BLOOM - 250g","75.00","","","0.25","0","0","0",
"#44935108264226","PHI6AGR3667S","High Powered Organics AQUA-MARINE BLOOM - 60g","22.00","","","0.1","0","0","0",
"#45137511973154","PHI1AGR3772S","High Powered Organics AQUA-MARINE GROW - 10g","5.00","","","0.02","0","0","0",
"#45137512038690","PHI2AGR3774S","High Powered Organics AQUA-MARINE GROW - 250g","75.00","","","0.25","0","0","0",
"#45137512005922","PHI6AGR3773S","High Powered Organics AQUA-MARINE GROW - 60g","22.00","","","0.1","0","0","0",
"#44935095648546","PHI1AGR3649S","High Powered Organics DARK-MATTER - 10g","6.00","","","0.1","0","0","0",
"#44935095746850","PHI2AGR3651S","High Powered Organics DARK-MATTER - 250g","120.00","","","0.3","0","0","0",
"#44935095681314","PHI6AGR3650S","High Powered Organics DARK-MATTER - 60g","37.00","","","0.3","0","0","0",
"#45131702796578","PHI1AGR3768S","High Powered Organics GREEN-SUPREME - 10g","6.00","","","0","0","0","0",
"#45131702862114","PHI1AGR3769S","High Powered Organics GREEN-SUPREME - 125g","45.00","","","0.15","0","0","0",
"#45131708530978","PHI2AGR3770S","High Powered Organics GREEN-SUPREME - 250g","85.00","","","0.3","0","0","0",
"#44935077036322","PHI2GGR3642S","High Powered Organics GRO-DIRT - 20L","55.00","","","8.9","0","0","0",
"#44935077069090","PHI4GGR3643S","High Powered Organics GRO-DIRT - 40L","95.00","","","18","50","40","15",
"#44935080476962","PHI2GGR3644S","High Powered Organics GRO-DIRT-Lite - 20L","40.00","","","7.4","0","0","0",
"#44935080509730","PHI4GGR3645S","High Powered Organics GRO-DIRT-Lite - 40L","65.00","","","14.8","0","0","0",
"#44935092699426","PHI2GGR3646S","High Powered Organics GUERRILLA GRO-DIRT - 20L","40.00","","","8.9","0","0","0",
"#44935084081442","PHI4GGR3647S","High Powered Organics GUERRILLA GRO-DIRT - 40L","65.00","","","18","0","0","0",
"#44935104790818","PHI1FGR3662S","High Powered Organics HERB-SUPERB Mega Yield - 1L","35.00","","","1.5","0","0","0",
"#44935104823586","PHI3FGR3663S","High Powered Organics HERB-SUPERB Mega Yield - 3L","95.00","","","4","0","0","0",
"#46666182066466","PHI1GR3991S","High Powered Organics Humic Compost - 1L","6.50","","","1","0","0","0",
"#46666182328610","PHI2GR3993S","High Powered Organics Humic Compost - 20L","35.00","","","15","0","0","0",
"#46666182295842","PHI3GR3992S","High Powered Organics Humic Compost - 3L","15.50","","","3","0","0","0",
"#44935090274594","PHI4GGR3648S","High Powered Organics ISLAND-BLEND Super Coco - 40L","60.00","","","17.2","0","0","0",
"#44935111639330","PHI1AGR3669S","High Powered Organics OCEAN-POTION - 10g","6.00","","","0.02","0","0","0",
"#44935111704866","PHI2AGR3671S","High Powered Organics OCEAN-POTION - 250g","75.00","","","0.3","0","0","0",
"#44935111672098","PHI6AGR3670S","High Powered Organics OCEAN-POTION - 60g","22.00","","","0.1","0","0","0",
"#44935096631586","PHI1AGR3652S","High Powered Organics RHIZO-MOJO - 10g","5.00","","","0.02","0","0","0",
"#44935096729890","PHI2AGR3654S","High Powered Organics RHIZO-MOJO - 250g","195.00","","","0.3","0","0","0",
"#44935096664354","PHI6AGR3653S","High Powered Organics RHIZO-MOJO - 60g","55.00","","","0.1","0","0","0",
"#44935105577250","PHI1SGR3664S","High Powered Organics STONE-AGE - 1L","35.00","","","2","0","0","0",
"#44935105610018","PHI3SGR3665S","High Powered Organics STONE-AGE - 3L","95.00","","","5","0","0","0",
"#47249229709602","","High Powered Organics Super Starter - 1L","8.50","","","0.5","0","0","0",
"#47249229775138","","High Powered Organics Super Starter - 20L","35.00","","","8.9","0","0","0",
"#47249229742370","","High Powered Organics Super Starter - 3L","16.50","","","1.2","0","0","0",
"#45381099421986","PHLLGR3943S","HLG 350R Diablo w. Reflectors","999.00","","","6","0","0","0",
"#44937178906914","PHLLGR3672S","HLG 700 Rspec FR","1500.00","","","10","0","0","0",
"#44937178939682","PHLLGR3673S","HLG 750 Diablo","1800.00","","","10","0","0","0",
"#44937179005218","PHLLGR3675S","HLG Scorpion Diablo 720W with reflectors","2199.00","","","10","0","0","0",
"#44937178972450","PHLGR3674S","HLG Scorpion Rspec FR","1700.00","","","15","0","0","0",
"#45122305556770","PHMMGR3765S","HM Com-80 EC TDS Digital Meter Pen","50.00","","","0.1","0","0","0",
"#44591790588194","PHOTGR3335S","Hortitek LMU Light Management Unit 4","150.00","","","0","0","0","0",
"#44602669367586","PHO1AGR3440S","House & Garden Algen Extract - 1L","0.00","","","1","0","0","0",
"#44602669400354","PHO5AGR3441S","House & Garden Algen Extract - 5L","500.00","","","5","0","0","0",
"#44602672283938","PHO1AGR3443S","House & Garden Amino Treatment - 1L","180.00","","","1","0","0","0",
"#44602672251170","PHO2AGR3442S","House & Garden Amino Treatment - 250ml","75.00","","","0.25","0","0","0",
"#44602689290530","PHO1AGR3438S","House & Garden Aqua Flakes A&B - 1L","35.00","","","1","0","0","0",
"#44602689323298","PHO5AGR3439S","House & Garden Aqua Flakes A&B - 5L","110.00","","","5","0","0","0",
"#44607161106722","PHO1FGR3445S","House & Garden Bud XL - 1L","85.00","","","1","0","0","0",
"#44607161172258","PHO2FGR3447S","House & Garden Bud XL - 20L","1100.00","","","20","0","0","0",
"#44607164317986","PHO5FGR3444S","House & Garden Bud XL - 500ml","60.00","","","0.5","0","0","0",
"#44607161139490","PHO5FGR3446S","House & Garden Bud XL - 5L","385.00","","","5","0","0","0",
"#44607193645346","PHO1AGR3450S","House & Garden Drip Clean - 1L","95.00","","","0","0","0","0",
"#44607193579810","PHO2AGR3448S","House & Garden Drip Clean - 250ml","35.00","","","0.25","0","0","0",
"#44607193612578","PHO5AGR3449S","House & Garden Drip Clean - 500ml","60.00","","","0","0","0","0",
"#44607223857442","PHO2AGR3451S","House & Garden Magic Green Foliar Spray - 250ml","55.00","","","0.25","0","0","0",
"#44607232180514","PHO1AGR3453S","House & Garden Multizyme - 1L","70.00","","","1","0","0","0",
"#44607232147746","PHO5AGR3452S","House & Garden Multizyme - 500ml","0.00","","","0.5","0","0","0",
"#44607232213282","PHO5AGR3454S","House & Garden Multizyme - 5L","285.00","","","5","0","0","0",
"#44591796879650","PHOVGR3455S","House & Garden N27% Nitrogen 1L","80.00","","","1","0","0","0",
"#45211067449634","PHOGR3867S","House & Garden Rhizo Force","30.00","","","0.3","0","0","0",
"#44837259051298","PHO2GR3456S","House & Garden Roots Excelurator - 250ml","130.00","","","0.25","0","0","0",
"#44837259084066","PHO5GR3457S","House & Garden Roots Excelurator - 500ml","190.00","","","0.5","0","0","0",
"#44837259116834","PHO5GR3458S","House & Garden Roots Excelurator - 5L","1000.00","","","5","0","0","0",
"#44607244468514","PHO2NGR3459S","House & Garden Soil Nutrient Part A&B - 2x 1L","45.00","","","2","0","0","0",
"#44607244501282","PHO2NGR3460S","House & Garden Soil Nutrient Part A&B - 2x 5L","125.00","","","10","0","0","0",
"#44607263506722","PHO1FGR3462S","House & Garden Top Booster - 1L","55.00","","","1","0","0","0",
"#44607263572258","PHO2FGR3464S","House & Garden Top Booster - 20L","600.00","","","20","0","0","0",
"#44607263539490","PHO5FGR3463S","House & Garden Top Booster - 5L","0.00","","","5","0","0","0",
"#44607267340578","PHO1GR3467S","House & Garden Top Shooter - 1L","290.00","","","1","0","0","0",
"#44607267275042","PHO2GR3465S","House & Garden Top Shooter - 250ml","85.00","","","0.25","0","0","0",
"#44607267307810","PHO5GR3466S","House & Garden Top Shooter - 500ml","150.00","","","0.5","0","0","0",
"#44607271338274","PHO2GR3461S","House & Garden Trace Mix - 250ml","20.00","","","0.25","0","0","0",
"#45211165262114","PHOHGR3869S","House & Garden trial packs - Hydro","250.00","","","3.7","0","0","0",
"#45211165229346","PHOSGR3868S","House & Garden trial packs - Soil","250.00","","","3.7","0","0","0",
"#44591790489890","PHYFGR3333S","Hydro Axis Box Fan 45W 12?","45.00","","","2.5","43","40","19",
"#44591790358818","PHYTGR3330S","Hydro Axis Digital Seconds Timer","45.00","","","0.25","10.5","19","9",
"#44591790391586","PHYFGR3331S","Hydro Axis Oscillating Wall Fan 50W 16",40.00"","40.00","","","3.5","44","43.5","20",
"#47087075295522","PHY1GR4046S","Hydro Axis Scrog Trellis Net - 100x100cm","10.00","","","0.1","10","10","2",
"#47087094563106","PHY1GR4048S","Hydro Axis Scrog Trellis Net - 120x120cm","12.50","","","0.2","10","10","2",
"#47087075328290","PHY1GR4047S","Hydro Axis Scrog Trellis Net - 150x150cm","15.00","","","0.1","10","10","2",
"#44591799894306","PHYIGR3517S","Hydro Halo Water Ring 6 Inch (2 Pack)","14.00","","","0.5","0","0","0",
"#44591799959842","PHYGR3518S","Hydro Halo Water Ring 9 Inch (2 Pack)","20.00","","","0.5","0","0","0",
"#47031932518690","PSEPGR4034S","Hydro Seedling Tray","5.00","","","0.25","0","0","0",
"#45055639322914","PINSGR3757S","In The Loop Premium Worm Casting 10L","25.00","","","10","0","0","0",
"#44591800418594","PINPGR3525S","Insect Glue Traps – 10 pack","15.00","","","0.1","0","0","0",
"#44591787770146","PINDGR3244S","Integra 67 g 55% R.H","6.00","","","0","0","0","0",
"#46934417768738","PINGR4009S","IntroGro LED Grow Bars - 26W / 42W","70.00","","","0","0","0","0",
"#44929468203298","PIOCGR3638S","ION+DFCON -
Humidistat control for EcorPro DryFan","250.00","","","1","0","0","0",
"#44934506479906","PIODGR3641S","Ionmax ION610","379.00","","","5.1","0","0","0",
"#44934457786658","PIODGR3640S","Ionmax Rhine","600.00","","","19","0","0","0",
"#47174279168290","PCOEDGR4105S","Ionmax+ DF12PRO Dehumidifier - Epoxy White","2200.00","","","6.4","0","0","0",
"#47174279201058","PCOSDGR4106S","Ionmax+ DF12PRO Dehumidifier - Stainless Steel","2250.00","","","6.4","0","0","0",
"#47174242369826","PIODGR3633S","Ionmax+ DF8PRO Dehumidifier - Epoxy White","1750.00","","","4.8","0","0","0",
"#47174242402594","PIODGR3633S-2","Ionmax+ DF8PRO Dehumidifier - Stainless Steel","1900.00","","","4.8","0","0","0",
"#44929468268834","PIODGR3639S","Ionmax+ ED18","2800.00","","","13","0","0","0",
