13mm Line x 6mm Branch Reducing Tee
13mm Tee
016 Stabilized Oxygen 1L
016 Stabilized Oxygen 5L
13mm Cross Barbed
13mm Barbed to Snap on Hose Connector
13mm Tail x 20mm BSP Nut
13mm Barbed to Click In Hose Connector
13mm line x 25mm Branch Tee
1.2M Deluxe HPS Kit
1.2M LED Kit
1.5M HPS Kit
1.2m Eco LED 440w kit
100mm FM2 Kit
1.2m Starter LED Kit
13mm Inline Barbed Black Filter
13mm x 6mm Reducing Joiner
19mm x 13mm Reducing Joiner
19mm Barbed to Snap on Hose Connector
19mm Tail x 20mm BSP Nut
13mm Tee - 10 pack
13mm Tee - 20 pack
19mm Barbed to Click In Hose Connector
19mm Master Pot Tubing 250mm
19mm Master Pot Tubing 580mm
19m Master Pot Tubing 275mm Smart Pot
19mm In Line Barbed Black Filter
19mm Metal Hose Clamp Spring Loaded
150mm FM2 Kit
1M LED Kit
19mm Tail X 20mm BSP Director
180mm Oscillating Monkey Clip Fan
25mm x 19mm Reducing Joiner
25mm Cross Barbed
25mm x 13mm Reducing Joiner
25mm Tee
25mm Tee - 10 pack
25mm Tee - 20 pack
25mm Metal Hose Clamp Spring Loaded
25mm line x 13mm Branch Tee
32mm line x 13mm Branch Tee
32mm line x 19mm Branch Tee
32mm line x 25mm Branch Tee
2.2M HPS Kit
2.2M LED Kit
200mm FM2 kit
250mm FM2 Kit
4mm Air Line Tubing Clear - Per M
4mm Barbed Joiner
4mm Cross Barbed
4mm Elbow Barbed
4mm Elbow Barbed - 20
32mm Metal Hose Clamp Spring Loaded
32mm Tub Outlet Rubber Washer
4 Outlet Power Board 1M
35L Hydroponic Recirculated Deep Water Culture RDWC Solo
35L Hydroponic Deep Water Culture DWC Solo
35L Hydroponic Recirculated Deep Water Culture RDWC Extension Kit
35L Hydroponic Recirculated Deep Water Culture RDWC Reservoir Extension Kit
35L Hydroponic Deep Water Culture DWC Extension Kit
35L Hydroponic Deep Water Culture DWC Reservoir Extension Kit
35L Hydroponic Recirculated Deep Water Culture RDWC 2 Pot Kit
35L Hydroponic Deep Water Culture DWC 2 Pot Kit
4mm Tee Barbed
6mm Barbed Joiner
6mm Tee
4mm Flag Dripper 4L/H
4mm Pot Stake
4mm Punch & Spanner
6mm Elbow Barbed
6mm Tee - 20 pack
6mm Tee - 50 pack
4mm Tee Barbed - 20 pack
4mm Tee Barbed - 50 pack
4mm Elbow Barbed - 50
6mm Elbow Barbed - 20 pack
4mm Rigid Hose 300mm + Adaptor
6 Outlet Power Board 1M
